XXS以下,1
XS(SS),1
S,1
M,1
L,1
XL(LL),1
2XL(3L),1
3XL(4L),1
4XL(5L)以上,1
FREE SIZE,1
60cm,2
70cm,2
80cm,2
90cm,2
96cm,2
20cm以下,3
20.5cm,3
21cm,3
21.5cm,3
22cm,3
22.5cm,3
23cm,3
23.5cm,3
24cm,3
24.5cm,3
25cm,3
25.5cm,3
26cm,3
26.5cm,3
27cm,3
27.5cm以上,3
10.5cm以上,4
11cm・11.5cm,4
12cm・12.5cm,4
13cm・13.5cm,4
14cm・14.5cm,4
15cm・15.5cm,4
16cm・16.5cm,4
17cm以上,4
